الكتب,الكاتب,سنة النشر,دار النشر,قسم الكتاب,تلخيص الكتاب,عدد الصفحات
فجر إيبيرية,محمود ماهر,2021,عصير الكتب للترجمة والنشر والتوزيع,روايات,"لم تك أيامًا عادية فما قبل الفجر ليل طويل حالك أرخى سدوله الظالمة، وتصارعت فيه ‏وحوش نكراء، أجدبت شبه الجزيرة الغناء، وباتت شبحًا مخيفًا توارى منه الحبُ غير آسف.‏حتى وقع موعدٌ فارقٌ، لقاء الهوى والوغى، حين أصابت سهام الحق قلب الشفق فخُط فاصل ‏عهد وبداية مجد.‏فأشرقت الشمس تاجًا على العروس الحسناء",79
لغة الجسد في مقر العمل,آلان وباربرا بيز,2021,عصير الكتب للترجمة والنشر والتوزيع,تطوير الذات والعلاقات,"كل ما تحتاج إلى معرفته عن لغة الجسد في مقر العمل، من مؤلفي الكتاب الذي بيعت منه ملايين النسخ ""المرجع الأكيد في لغة الجسد"".•	فُز بتلك الصفقة أو المقابلة. •	ألقِ أفضل عروضك التقديمية.•	فُكَّ رموز لغة الجسد العالمية واستخدمها. •	افهم التواصل البصري. •	اعرف الإشارات المُربكة لكلا الجنسين.بدءًا ب",698
نهر في الظلام,ماساجي إيشيكاوا,2021,عصير الكتب للترجمة والنشر والتوزيع,روايات,"قصة حقيقية مُروِّعة عن حياة رجل في كوريا الشمالية وهروبه منها لاحقًا. عاش ماساجي إيشيكاوا، الكوري من جهة الأب والياباني من جهة الأم، حياته بأكملها وهو يشعر بأنه رجلٌ بلا وطن. ولم يَزدَدْ هذا الشعور إلَّا تعمُّقًا عندما انتقلت أسرته من اليابان إلى كوريا الشمالية، عندما كان إيشيكاوا في الثالثة عشرة م",96
كن الشخص الذي يجعلك سع..,مجموعة مؤلفين,2021,عصير الكتب للترجمة والنشر والتوزيع,تنمية ذاتية,"أكبر كذبة قيلت لنا هي: كن مع الشخص الذي يجعلك سعيدًا. الحقيقة هي أن السعادة شيءٌ ‏تصنعه بنفسك؛ أن تكون سعيدًا مع نفسك لا يعني أن حياتك مثالية وأنك مثالي، بل يعني ‏أنك تبحث عن جوهرك وسط العيوب. أنت تستحق الحب والعاطفة، حتى لو لم يقدرك أحدٌ ‏بما يكفي لتعزيز هذا الاعتقاد. وتستحق الاستقرار والنجاح حتى ل",68
معجزات الذكر,أحمد حسني,2021,عصير الكتب للترجمة والنشر والتوزيع,كتب دينية,"هذه الصفحات ليست لتقرأها ولكنها صفحات ستعيشُها! سنبحر معًا في رحلة بسفينة نجاة إلى عالم الله الخفي المليء بالأسرار العجيبة التي لم تكُن تعرفها، وقصص المعجزات الحقيقية المدهشة لأشخاص في زماننا المعاصر، لا هم أنبياء ولا أولياء أصحاب كرامات ولا شيوخ.. أُناس مثلي ومثلك ""خطّائون""، ولكنهم حققوا ما تمنوا ل",84
الدماغ وما القدر الذي..,د. أليكسيس ويليت,2021,عصير الكتب للترجمة والنشر والتوزيع,علوم,"دماغك يضمُر وينكمش فهل هذا شيءٌ مُهم؟وما مقدار الدماغ الذي نحتاجه فعليًّا؟هذا الكتاب يتحدانا أن نفكر بشكل مختلف عن الدماغ، فبدلًا من التركيز على الأمور الرائعة الكثيرة التي يقوم بها العقل البشري نتساءل عن تعقيدات وتناقضات هذا الدماغ، وهل يمكننا العيش حياة مرضية سوية عند فقدِ أي جزءٍ منه؟الخبر",160
عقدك النفسية سجنك الأب..,د. يوسف حسن,2021,عصير الكتب للترجمة والنشر والتوزيع,صحة نفسية,"نُولَد بفضول وشغف لاكتشاف العالم، نحاول جاهدين معرفة مَن نحن، ولكنهم يصنعون منا نسخًا، نلقن موروثات الأبوين الفكرية، نرى العالم من خلال عيونهما وليس عيوننا، نستمد استحقاقًا مزيفًا من المال أو السلطة أو الجمال الخارجي أو شخص يقبل بنا في علاقة، قد نتعلق بمَن يسلخنا عن أنفسنا ولا نعرف السر، كيف نتعافى",200
لا شيء يحدث يوم الجمعة,محمد السنوسي,2021,عصير الكتب للترجمة والنشر والتوزيع,روايات,"ابحث دائمًا عن جذور الأشياء تعرف أصولَها، ولكن احذر، فالتنقيب في الأعماقِ كما قد يكشف لك عن الجوهرِ المدفونِ، فقد يُعميِكَ ترابُ الرديمِ عن الواضحِ المكشوفِ",141
الحوار مع الأبناء علاج..,د. غادة حشاد,2021,عصير الكتب للترجمة والنشر والتوزيع,تربية,"يحتوي هذا الكتاب على ما يزيد في تأثيره ونتيجته على تأثير التمائم والتعاويذ السحرية. إنه المزج بين مجموعة متنوعة من العلوم القديمة والحديثة وبين القبسات القرآنية ولطائف الشريعة، وبين خبرات المربين وخبرات عملي على امتداد الوطن العربي والدول الأوروبية. إنها مجموعة تعاويذ علمية وعملية لو أتقنها كل المر",233
حالة طوارئ - لدينا طفل..,د. هاني عصام,2021,عصير الكتب للترجمة والنشر والتوزيع,تربية,"إن كان لديكِ مولودٌ جديدٌ، أو تستعدين لاستقبال حياةٍ صغيرةٍ، فسوف تجدين بين صفحات هذا الكتاب إجاباتٍ لكل أسئلتك ‏المُهمة المُتعلقة بما يخص مولودك، سوف نُساعدك لتعلُّم أفضل الطرق لتعتني به وتُحافظي عليه منذ لحظاته الأولى في ‏الحياة، كيف تفهمين احتياجاته وأفضل الطرق لتوفيرها مِن أجله. ‏ لأن أطفالنا هم",152
إشارات الحب في لغة الج..,آلان وباربرا بيز,2021,عصير الكتب للترجمة والنشر والتوزيع,تنمية ذاتية,"كل ما تريد معرفته عن إشارات الحب في لغة الجسد، من الكاتبيْن الأكثر شهرة على الإطلاق، صاحبي كتاب ""المرجع الأكيد في لغة الجسد"".-	فَهم لعبة التزاوج.-	فن المغازلة وعلامات التودد.-	في السرَّاء والضراء – أسرار العلاقات الناجحة.كيفية استخدام لغة الجسد للحصول على شريك مثالي لعلاقة زواج طويلة وناجح",206
كتاب الحب - أسئلة العل..,حسام مصطفى إبراهيم,2021,عصير الكتب للترجمة والنشر والتوزيع,علاقات اجتماعية,ما الحبّ؟ ولماذا نحبّ؟ وهل تأخّر الحبّ عن موعده فعلًا؟ كيف نفرِّق بين الهوى العابر والحبّ الحقيقي؟ وما الذي يضمن ألا نملّ من العلاقة؟ وهل نرضى بالمتاح أم ننتظر الأفضل؟ وما العلامات التي تدفعنا لإنهاء كل شيء؟ كيف نُعبِّر عن مشاعرنا دون ابتذال؟ ولماذا يخدع الرجلُ المرأةَ دائمًا؟ لماذا نهون على أحبابن,179
في المنزل المجاور,شاري لابينا,2021,عصير الكتب للترجمة والنشر والتوزيع,روايات,"يستحيل أن تعرف ما الذي يجري خلف الجدار. أخبرتكِ جارتُك أنها لا ترغب بوجود طفلتك ذات الستة أشهر في أُمسيتها. لا لأسباب شخصيّة، لكنها لا تطيق بكاءها وحسب. قال زوجك: إن كل شيء سيكون على ما يرام، فمنزلكما مُلاصق تمامًا، وستستخدمان جهاز مراقبة الطفلة، وتتناوبان على العودة كل نصف ساعة. كانت ابنتك نائمة ح",8
من ضلع أعوج,نور الدين فرح,2021,عصير الكتب للترجمة والنشر والتوزيع,روايات,"""خلق اللهُ المرأة مِن ضلعٍ أعوج، ما حاول أحدٌ أن يقيمه إلا كسره"". تفرُّ إبلا ذات الثمانية عشر عامًا من مُخيّمها البدوي في صحراء الصومال حين تكتشف أن جدها قد رتّب لها زيجةً برجُلٍ يكبرها بعشرات الأعوام. وبعد فرارها إلى مدينة قريبة تحاول إبلا شقّ طريقها بين عقبات هائلة يتبيّن أنها تُشكّل خطرًا أكبر و",190
قبل أن تلقاه,بيتر سوانسون,2021,عصير الكتب للترجمة والنشر والتوزيع,روايات,"يمتعنا مؤلف ""فئة تستحق القتل"" -ثقيل الموهبة- بحكاية مثيرة رائعة لزوجة صغيرة رسامة من الضاحية ""هين"" يلحقها تاريخٌ من عدم الاستقرار النفسي، التي تؤدي مخاوفها نحو جارها الجديد إلى القتل. هين بعد أعوام مرهقة من المحاولات، استقرت إلى العقاقير الصحيحة للسيطرة على معاناتها مع اضطراب ثنائي القطب. وأخيرًا،",160
لماذا يكذب الرجال وتبك..,آلان وباربرا بيز,2021,عصير الكتب للترجمة والنشر والتوزيع,تطوير الذات والعلاقات,"كتابٌ يسهل الوصول إليه، صادمٌ أحيانًا، تنويريّ دائمًا، ومضحكٌ أغلب الوقت، يأخذُك في جولة عَبْر أهم تساؤلات عرفتها البشرية في مجال العلاقات.ما ستجده في هذا الكتاب:* لماذا يتجنب الرجل الالتزام ويشعر بالحيرة تجاه الحب؟* لماذا تبكي النساء؟ أو ما هي مخاطر الابتزاز العاطفي؟* لماذا يشعر الرجال في ك",65
